AH,C6H6(GT),CO(GT),NMHC(GT),NO2(GT),NOx(GT),PT08.S1(CO),PT08.S3(NOx),T
1.5369820800144178,16.611224897423497,2.3,-200,109.0,129.0,1355.0,563.5,27.749999523163
1.5424619955596142,6.2208349343105835,1.0,-200,74.0,65.0,1023.25,822.75,27.925000190735
1.6039271130075232,2.676090587829464,0.5,-200,-200.0,-200.0,902.5,1070.25,27.75
1.5177429875068806,2.2929014229629385,0.4,-200,40.0,29.0,875.75,1144.0,27.400000095367
1.4713255656117266,3.928448868489377,0.6,-200,61.0,58.0,932.0,1011.25,26.625
1.404061575452621,7.200154258626809,1.0,-200,83.0,92.0,1020.0,846.5,26.875
1.3081047517868472,18.054084903589523,2.9,-200,129.0,228.0,1263.75,608.5,27.0
1.2396268260673666,15.13219565446863,2.7,-200,-200.0,172.0,1179.25,654.0,27.000000476837
1.1544625881789496,9.698220270852254,1.8,-200,115.0,154.0,1078.75,784.5,27.449999809265
1.0592410150155072,9.390665192516412,1.8,-200,130.0,166.0,1036.25,828.75,30.450000286102
0.9902099466754705,9.645572227732076,1.7,-200,137.0,149.0,1001.75,827.5,32.900000572205
0.9587295102318448,9.514487084856562,1.5,-200,116.0,111.0,995.0,856.0,33.949999809265
1.0325037336775904,9.573380764703579,1.7,-200,129.0,145.0,1008.25,844.75,34.399998664856
1.0398533064095943,9.579934069156193,1.3,-200,117.0,105.0,978.0,846.0,34.249999046326
1.0194973202431734,10.332725294089727,1.5,-200,138.0,113.0,989.25,822.0,33.200000762939
0.915043439993895,10.184263392187276,1.5,-200,139.0,115.0,961.25,844.75,32.425000190735
0.812385905755257,13.96537920780899,2.3,-200,180.0,202.0,1009.25,779.25,32.249999046326
0.7526099352202537,14.0038857484108,2.2,-200,162.0,180.0,970.25,785.75,30.950000286102
0.9411596232112902,16.644389712822854,2.8,-200,158.0,190.0,1096.75,699.25,28.25
1.0330338222428492,13.636091225089844,2.7,-200,162.0,207.0,1065.25,722.75,26.550000190735
1.1356922254707558,10.217924283877053,1.7,-200,112.0,113.0,1036.25,776.25,24.800000190735
1.249522172761372,9.475310738258395,1.5,-200,104.0,98.0,1048.5,794.0,23.650000095367
1.2814788735604439,11.802806788281838,2.3,-200,125.0,152.0,1146.75,726.75,23.02499961853
1.2977029109923068,12.95775981119476,2.3,-200,127.0,161.0,1117.5,694.25,22.674999713898
1.3080846733705564,9.619294035713365,1.5,-200,95.0,91.0,1016.25,775.75,22.199999809265
1.325393275472316,6.736676120001603,1.0,-200,70.0,57.0,940.0,845.0,21.624999523163
1.3378935026001164,2.86139703513053,0.5,-200,-200.0,-200.0,836.0,1113.75,22.275000095367
1.33326856969522,2.5891783027743425,0.3,-200,33.0,22.0,831.25,1125.5,22.449999809265
1.3313238419740057,4.000440065012457,0.4,-200,45.0,41.0,876.5,1018.0,21.675000190735
1.3180695484351395,4.252145961052515,0.5,-200,56.0,53.0,871.5,976.0,21.125000476837
1.329578095815344,5.85480151426304,0.9,-200,74.0,92.0,958.0,886.0,21.974999904633
1.3010141746204962,6.787523688906004,1.1,-200,84.0,91.0,958.75,858.5,25.025000095367
1.2596383885216564,8.845219157196645,1.4,-200,93.0,89.0,997.0,799.0,26.724999904633
1.1750972973068115,6.691615196197922,1.1,-200,97.0,81.0,915.5,891.25,29.074999809265
1.048731809356706,6.41843653094434,0.9,-200,83.0,66.0,895.0,945.75,31.224999904633
0.9805509111387142,6.0097465240887775,0.8,-200,71.0,53.0,854.5,981.75,32.375
0.9633951998588758,5.982908820688995,0.8,-200,78.0,61.0,860.75,996.75,33.25
0.839147394975232,5.044488899526043,0.6,-200,62.0,48.0,821.0,1070.6666666667,33.13333384196
0.9080725747617712,4.364027443457045,0.6,-200,54.0,39.0,835.25,1108.0,33.10000038147
0.8599369265284988,4.396892654309599,0.5,-200,59.0,41.0,813.0,1117.5,32.39999961853
0.8624377079298845,5.4518029314463465,0.7,-200,69.0,48.0,832.5,1063.5,31.75
0.9064013978195838,5.801772704966261,0.8,-200,67.0,50.0,858.5,1032.0,30.250000476837
1.0013309910445172,5.287938393096692,0.9,-200,58.0,51.0,886.5,977.5,27.174999713898
1.1227795624264547,8.01984793446924,1.3,-200,77.0,70.0,969.75,855.5,26.099999904633
1.1928808482686148,7.200154258626809,1.3,-200,94.0,89.0,990.25,866.0,24.724999904633
1.2290067378285066,8.00162898062799,1.4,-200,97.0,100.0,1022.0,845.75,23.449999809265
1.2317067146340908,10.40051058236348,1.9,-200,110.0,139.0,1075.0,780.5,23.074999809265
1.2299175072941824,11.567403475017645,2.3,-200,116.0,176.0,1088.25,751.25,22.650000095367
1.2118063877735217,6.407389602778555,1.0,-200,74.0,71.0,925.0,879.5,21.625
1.196466967106147,4.086652431771937,0.5,-200,51.0,37.0,853.25,993.75,22.0
1.2131062032402884,6.396350788469592,1.0,-200,-200.0,-200.0,917.75,874.5,20.35000038147
1.2040632241541338,2.744960463816399,0.4,-200,40.0,30.0,796.0,1092.0,20.550000190735
1.2118845820176543,2.61926987611744,0.3,-200,36.0,29.0,796.25,1136.25,20.575000286102
1.2189272804850035,2.307171234084184,0.2,-200,35.0,25.0,795.0,1151.5,21.25
1.247021725073383,3.055992511572793,0.4,-200,48.0,40.0,842.25,1080.25,20.400000095367
1.2595536718934868,3.1166508612230346,0.3,-200,38.0,32.0,849.5,1077.0,23.525000095367
1.2333982490063622,3.959876432723153,0.6,-200,54.0,43.0,884.25,1026.5,25.700000286102
1.243331984183734,4.567570831187788,0.6,-200,57.0,44.0,907.25,983.25,27.874999523163
1.1116381355891265,3.8570157732997115,0.6,-200,54.0,35.0,846.0,1033.5,28.950000286102
1.0489145971487204,3.755311504247508,0.5,-200,46.0,32.0,827.25,1069.75,29.5
1.0366114681316887,2.7526586895578395,0.4,-200,36.0,21.0,803.75,1185.0,31.849999904633
0.9487718607360666,2.4960995565192428,0.2,-200,19.0,10.0,774.5,1253.5,32.249999046326
0.9220283662123521,2.9798895042342073,0.4,-200,34.0,22.0,802.0,1205.75,32.375
0.8757758531149998,4.7458694818484775,0.6,-200,63.0,46.0,843.5,1063.5,33.02499961853
0.9273147687431345,5.036181443461722,0.9,-200,86.0,66.0,880.5,1029.25,31.999999046326
0.9831363834674774,4.458206702990225,0.7,-200,65.0,49.0,877.25,1076.75,29.574999809265
0.9480227633161713,7.664791387485363,1.2,-200,101.0,86.0,931.0,892.0,26.949999809265
0.9815350950892835,9.711401368340608,1.6,-200,116.0,111.0,1010.5,818.0,25.275000095367
1.0683649048735377,11.019055904913765,1.8,-200,124.0,143.0,1035.25,756.5,24.174999713898
1.2103789298388574,11.774165410493623,2.4,-200,136.0,184.0,1152.75,732.5,23.174999713898
1.196169111914549,8.744106167164562,1.5,-200,108.0,134.0,1019.5,805.0,22.700000286102
1.1243826959385195,7.522326710746406,0.9,-200,82.0,78.0,954.25,837.0,21.624999523163
1.1197772942146391,5.743678765887553,0.8,-200,68.0,50.0,902.5,911.25,20.700000286102
1.1481962738007903,1.9518462020878005,0.2,-200,22.0,13.0,778.75,1204.0,21.175000190735
1.1491447950418578,1.4451454370417751,0.1,-200,-200.0,-200.0,761.25,1268.5,22.650000095367
1.1803090066974116,1.7917691381845675,-200.0,-200,34.0,24.0,779.5,1199.75,19.924999713898
1.1967165871108578,3.3183308378132934,0.5,-200,43.0,43.0,835.0,1052.75,20.0
1.2076228328661682,9.397164889581603,1.4,-200,84.0,146.0,1003.75,757.75,18.474999427795
1.2277670786964898,21.128691785644097,3.3,-200,108.0,333.0,1271.75,567.25,19.625
1.2451570420658393,17.2461700813682,3.6,-200,112.0,298.0,1172.75,625.0,21.324999809265
1.186670358995316,8.54961206733408,1.7,-200,104.0,178.0,985.5,819.75,21.674999713898
1.1171844051267654,6.827184440761592,1.5,-200,107.0,177.0,942.0,907.0,23.375
1.0763295815512877,7.427984010652609,1.6,-200,102.0,172.0,957.0,891.25,25.72500038147
1.047892798846359,12.076377763385809,2.1,-200,104.0,183.0,1024.25,778.75,28.549999713898
0.9811903512836757,9.612729263697018,2.1,-200,96.0,164.0,962.25,835.25,27.025000572205
1.0966167792016848,7.369277782824489,1.6,-200,80.0,122.0,958.0,868.0,24.175000190735
1.1509207314022543,6.412912052758098,1.3,-200,72.0,105.0,932.75,888.25,25.950000286102
1.0222447426582733,8.301413416761816,1.6,-200,106.0,144.0,942.0,841.5,24.825000286102
1.070789561208534,14.0038857484108,3.1,-200,119.0,220.0,1072.75,693.25,24.049999713898
1.0186875323025368,15.323861661259553,3.3,-200,119.0,207.0,1085.75,685.5,23.574999809265
1.0282051735541666,15.387978763390306,3.4,-200,128.0,210.0,1091.0,682.0,23.624999523163
0.9767855695300692,10.859535166937011,2.8,-200,112.0,175.0,979.5,786.0,23.349999904633
0.9880215012217566,7.463303030999023,1.5,-200,95.0,117.0,903.5,890.0,22.474999904633
0.9685893003078028,5.181562928768256,1.3,-200,85.0,93.0,865.0,991.0,21.300000190735
0.9595546612921882,7.1480083355179955,1.6,-200,101.0,118.0,898.25,910.5,20.85000038147
1.092990782814505,7.617176567782048,1.5,-200,94.0,132.0,945.25,837.25,19.849999904633
1.1387347772957577,5.001353896939433,1.0,-200,76.0,88.0,853.75,932.25,19.299999713898
1.1170000048088042,2.0425361955350976,0.5,-200,50.0,43.0,750.75,1165.0,18.375
1.1000335297554575,1.4863605619161424,0.4,-200,-200.0,-200.0,722.75,1274.0,18.825000286102
1.1042246613957096,2.5034923538874008,0.6,-200,51.0,44.0,753.75,1101.5,16.349999666214
1.0628892405866854,3.2878047846726752,0.7,-200,42.0,50.0,758.33333333333,1070.3333333333,16.566666285197
1.0514885461844166,7.31661206728073,1.3,-200,62.0,101.0,873.0,871.0,16.249999761581
1.0630660097425912,23.795134967433913,4.0,-200,111.0,339.0,1175.75,566.75,17.299999713898
1.075062328177628,27.647514822119327,5.0,-200,129.0,379.0,1257.25,523.5,19.224999904633
1.0858996227986486,16.65268532275731,3.6,-200,135.0,321.0,1136.5,647.75,21.700000286102
1.0138373049339509,14.282465834661187,2.8,-200,139.0,272.0,1063.5,711.25,26.400000095367
0.8634344442736279,13.31770051337886,2.6,-200,134.0,278.0,1026.0,768.5,31.349999427795
0.7912863890638397,14.500754620232733,2.7,-200,141.0,253.0,985.75,772.75,33.675000190735
0.7158291767267702,11.475224454288908,2.3,-200,112.0,187.0,907.5,856.5,34.474999427795
0.7172064262747223,10.79738414281125,2.0,-200,105.0,149.0,888.0,869.5,33.750000476837
0.8157362136849515,6.3853200900791585,1.3,-200,72.0,89.0,842.5,995.25,30.099999904633
0.805443893695596,8.775650731240786,1.7,-200,90.0,124.0,905.0,875.5,28.27499961853
0.8522899918152408,14.313563500912604,2.8,-200,126.0,206.0,1023.0,760.0,31.875
0.9363642144477994,19.370544598978416,3.8,-200,154.0,241.0,1125.0,661.5,31.950000762939
0.949462766518565,27.14486956999846,4.9,-200,173.0,303.0,1210.75,586.0,28.949999809265
0.967031590621584,19.716958666054,4.3,-200,162.0,294.0,1140.25,633.75,27.275000095367
0.9484122066100249,13.628473245617027,2.6,-200,128.0,203.0,1029.25,736.5,26.049999713898
0.9008252469402893,12.127063681879465,2.4,-200,120.0,176.0,980.75,767.5,25.174999713898
0.9316487847427749,10.991241944664454,1.9,-200,111.0,155.0,970.75,787.75,24.325000286102
0.968460093903669,8.750411205541294,1.4,-200,89.0,108.0,927.0,840.0,23.550000190735
0.9406487232526769,6.742317799023325,1.1,-200,69.0,72.0,867.75,925.0,23.049999713898
1.0125707675969065,6.2590510600905835,0.9,-200,70.0,65.0,862.75,904.5,22.174999713898
1.008280723949446,4.09577297636083,0.7,-200,-200.0,-200.0,820.0,994.25,20.39999961853
1.0090777002891063,2.884931454505132,0.5,-200,59.0,39.0,777.0,1075.5,20.500000476837
1.0505317250796087,4.971583761462568,0.8,-200,73.0,79.0,855.25,941.75,18.775000095367
1.0623558313023482,9.863532129621102,1.3,-200,89.0,140.0,959.75,769.25,18.799999713898
1.0709678610325362,27.544614921582617,4.7,-200,142.0,427.0,1310.0,526.75,19.925000190735
1.097991117948522,30.43367677171354,4.6,-200,145.0,366.0,1339.25,497.75,22.14999961853
1.0705538370960925,19.761559943817087,3.7,-200,156.0,311.0,1211.0,605.75,24.0
0.9615747482508494,15.702182283122928,2.8,-200,148.0,275.0,1067.5,711.0,30.174999713898
0.8627195449079026,11.319946086587374,1.8,-200,122.0,195.0,932.0,851.0,33.400000572205
0.8381268948145792,12.550508140328832,1.9,-200,106.0,144.0,949.25,819.25,35.125
0.8407833972196471,11.867358322901142,2.0,-200,106.0,162.0,943.75,828.75,34.050000190735
0.7835754015298938,14.43824238050227,2.0,-200,127.0,200.0,965.5,799.75,35.674999237061
0.7767124784961241,12.374538402775087,2.1,-200,113.0,176.0,940.0,847.5,35.349999427795
0.7945964960743567,11.738405416264687,2.1,-200,136.0,203.0,933.5,864.5,32.250000953674
0.7772539316732575,18.424945508834465,3.2,-200,153.0,237.0,1052.0,738.75,36.0
0.7868170429093178,22.865995939119948,4.0,-200,172.0,263.0,1108.5,676.25,35.75
0.87528717309075,25.04527628172083,4.6,-200,190.0,300.0,1168.75,635.75,32.275000572205
1.024646792895026,15.460246884230617,3.0,-200,160.0,189.0,1092.75,716.75,29.675000190735
0.9748282016053512,16.66098269486679,2.9,-200,159.0,185.0,1084.25,685.75,27.75
0.9238175955464235,11.228614928035205,1.9,-200,123.0,134.0,969.75,787.0,26.349999904633
0.9507736444642492,8.991436424812344,1.4,-200,101.0,96.0,950.5,848.75,25.250000476837
1.0271430797863887,12.09085021877653,2.1,-200,116.0,122.0,1038.25,743.5,24.0
1.096845647732128,8.92773812560085,1.2,-200,80.0,64.0,949.75,802.25,23.400000095367
1.0971920946865077,3.7202080037691574,0.6,-200,51.0,30.0,831.0,1033.0,23.525000095367
1.1145949457208497,3.0600205820759325,0.4,-200,-200.0,-200.0,813.0,1070.0,22.025000095367
1.122468371488581,2.5220151084896796,-200.0,-200,37.0,23.0,796.5,1104.5,21.625
1.149322909292338,3.12477702038371,0.4,-200,46.0,36.0,823.5,1032.5,21.425000667572
1.1640920447317726,5.664861806391042,0.7,-200,64.0,58.0,879.25,912.25,21.075000286102
1.2119445155585795,15.564888908802702,2.3,-200,108.0,168.0,1132.0,652.25,21.325000286102
1.320841244259702,25.18366354028219,4.0,-200,151.0,306.0,1291.0,526.25,22.89999961853
1.37205961097786,15.355905945517009,2.8,-200,153.0,231.0,1192.5,630.0,24.400000095367
1.3818415949452096,8.369357194834848,1.6,-200,116.0,157.0,1056.5,796.0,27.60000038147
1.3180480029977124,7.9894928266871235,1.6,-200,116.0,132.0,1026.5,822.25,31.099999904633
1.2515517690739033,12.054682937785309,2.0,-200,130.0,136.0,1084.25,736.25,33.424999237061
1.0865019276998444,12.609399984135923,2.0,-200,131.0,127.0,1031.5,742.25,35.724999427795
1.0723935067526758,10.550302795333627,1.7,-200,131.0,125.0,977.0,809.75,36.224998474121
1.0940018825933666,12.572578807441328,2.0,-200,135.0,138.0,1038.75,773.0,37.075000762939
1.0886910391284572,14.313563500912604,2.2,-200,152.0,163.0,1056.0,734.25,36.474999427795
1.088832637779635,20.32721190634612,3.2,-200,198.0,259.0,1164.25,648.25,35.525000572205
1.027495326187952,20.45383564824016,3.6,-200,183.0,236.0,1124.25,654.5,33.650000572205
0.9763359465814386,22.149061880248198,3.8,-200,175.0,245.0,1152.0,628.25,30.5
1.014367113087152,23.8241224844565,4.8,-200,193.0,344.0,1222.5,592.25,28.699999809265
0.9980592525658198,14.696846905473556,2.8,-200,140.0,188.0,1057.6666666667,696.0,26.733332951864
1.0284883838141055,15.100351352212376,2.6,-200,128.0,149.0,1049.0,692.75,25.675000190735
1.080743628122288,10.769810294579814,1.9,-200,100.0,102.0,1010.0,778.5,24.474999904633
1.0851985782896494,10.197722066388899,1.7,-200,97.0,99.0,980.75,779.25,24.275000095367
1.0747543725264248,6.484888375798436,1.0,-200,67.0,48.0,885.75,904.0,23.824999809265
1.0760183620711428,3.9150126062269686,0.7,-200,58.0,36.0,821.25,1020.75,23.674999713898
1.0728937224450603,2.818464253455941,0.5,-200,-200.0,-200.0,784.0,1113.5,22.199999809265
1.0761720574878288,2.117726231154335,0.4,-200,45.0,30.0,770.5,1154.75,21.60000038147
1.0999831309624448,3.4148505243554346,0.6,-200,62.0,56.0,819.0,1048.0,20.275000572205
1.1087917533249705,4.682892421913301,0.7,-200,59.0,51.0,835.75,961.0,20.724999904633
1.1418871259080092,15.815633162146005,2.4,-200,102.0,172.0,1114.25,667.0,20.549999713898
1.2470241760725096,26.61575640173954,4.4,-200,154.0,316.0,1318.5,519.75,22.400000095367
1.4452177422363042,14.807148739274531,3.1,-200,157.0,269.0,1210.75,632.25,24.199999809265
1.2825482939387016,9.273998705674401,2.0,-200,138.0,196.0,1050.75,801.5,28.750000476837
1.232474351558191,11.975277581182965,2.1,-200,142.0,206.0,1107.75,748.5,32.775000572205
1.064741496386637,10.92183820793345,2.1,-200,125.0,156.0,1013.5,795.0,34.424999237061
1.0044624880162933,11.924863429687202,2.1,-200,120.0,120.0,1003.0,768.5,36.52499961853
0.9099464105141256,13.24989150784934,2.2,-200,150.0,161.0,1021.0,764.0,37.52499961853
1.011949370283073,8.92773812560085,1.6,-200,120.0,114.0,986.25,833.0,38.000000953674
1.0828152615818325,12.995057360004209,2.4,-200,173.0,191.0,1097.75,753.5,38.125000953674
1.0839747998722802,18.191703938587548,3.3,-200,187.0,236.0,1157.25,664.5,37.300000190735
1.0315908382763945,23.66005888778677,4.0,-200,206.0,287.0,1190.0,606.25,35.925000190735
1.030272337498475,21.62703708737063,4.1,-200,187.0,266.0,1183.25,627.75,32.449999809265
1.0878777338412045,21.60849157827296,4.2,-200,170.0,274.0,1230.75,626.0,30.325000286102
1.0665235997905322,16.487108109675482,2.9,-200,149.0,196.0,1102.0,689.5,28.525000095367
1.067072734154411,12.308823018501508,2.3,-200,124.0,144.0,1040.5,747.5,26.949999809265
1.0918104583711654,13.575198217297782,2.2,-200,119.0,142.0,1089.5,694.75,25.724999904633
1.1302430257358556,12.823867281040247,2.1,-200,108.0,124.0,1073.75,684.75,24.650000095367
1.1306229729806627,9.416675483049591,1.6,-200,93.0,93.0,977.0,764.5,23.64999961853
1.1363160081967851,8.270607965023949,1.2,-200,77.0,71.0,949.0,815.5,22.200000286102
1.135296617936607,6.657904148776321,1.2,-200,-200.0,-200.0,912.0,863.0,21.150000095367
1.1470535719149728,4.649130358347195,0.9,-200,76.0,56.0,863.0,918.75,21.275000095367
1.1510073004444976,3.6070940024273646,0.6,-200,58.0,46.0,834.0,988.0,21.64999961853
1.1607982177410245,5.016267371189959,0.7,-200,63.0,51.0,864.75,916.5,21.27499961853
1.1585369495820648,8.221420840094932,1.3,-200,75.0,83.0,973.75,793.0,21.074999809265
1.1731311491026886,10.714752803704043,2.0,-200,111.0,175.0,1079.25,713.0,22.75
1.1980125257013654,10.319190917231055,1.9,-200,116.0,148.0,1083.5,733.5,25.049999713898
1.1834598375599943,12.875866141999703,2.2,-200,138.0,167.0,1106.5,714.25,30.949999809265
1.0663718901867527,11.026014077218859,1.9,-200,117.0,120.0,1040.0,775.25,35.10000038147
1.0575968036360275,8.332267681511919,1.5,-200,94.0,78.0,1019.25,839.5,36.875
0.9714908348824958,8.178484755708308,1.4,-200,91.0,76.0,1002.5,862.25,39.324998855591
0.930160921723629,5.161405497498095,1.0,-200,60.0,45.0,925.0,1000.75,40.275000572205
0.9649581655276005,4.591495033754221,1.0,-200,66.0,54.0,910.25,1039.0,39.675000190735
1.0124047218960754,7.246641780738701,1.4,-200,87.0,70.0,1012.25,884.0,41.099999427795
1.0828209744987964,9.364685579922574,1.6,-200,106.0,87.0,1100.0,808.75,40.050001144409
1.0756993706943916,8.032003716425482,1.6,-200,94.0,69.0,1046.0,848.5,37.39999961853
1.0072754935981545,10.680402981289363,2.1,-200,112.0,95.0,1082.75,787.25,34.025000572205
0.9959302433595071,9.573380764703579,2.0,-200,120.0,107.0,1049.75,809.5,31.72500038147
0.9926463782117735,8.674878673990467,1.9,-200,106.0,88.0,1049.5,830.25,29.724999904633
1.0251594562484565,11.58161276263785,2.3,-200,112.0,100.0,1142.25,746.25,27.949999809265
1.0402022108895093,11.795643662631909,2.4,-200,120.0,125.0,1165.25,716.75,26.824999809265
1.082623121692205,10.461678833610193,2.2,-200,114.0,132.0,1135.5,726.5,25.849999904633
1.1199069740560195,5.544912138895297,1.2,-200,70.0,57.0,985.75,868.5,26.349999904633
1.1397950220333664,5.534533486623454,1.1,-200,64.0,46.0,970.75,871.25,24.27499961853
1.1158345138876609,3.8215089851427604,0.8,-200,-200.0,-200.0,908.25,970.5,24.674999713898
1.1176408907192426,2.928291143125021,-200.0,-200,55.0,34.0,881.75,1022.75,23.349999904633
1.1245894652929476,3.3559588840673533,0.6,-200,50.0,33.0,899.5,974.0,21.075000286102
1.1318827590205225,4.086652431771937,0.7,-200,62.0,50.0,935.0,915.0,20.150000095367
1.140506205229503,4.1369226386396285,0.4,-200,53.0,39.0,938.75,927.25,21.325000286102
0.837208710281414,4.731304485603308,0.6,-200,85.0,84.0,982.25,892.75,22.575000286102
1.1291883300769843,7.113334197638295,0.9,-200,102.0,93.0,1087.5,786.25,25.650000095367
1.0841693679538078,7.351704652120824,0.9,-200,97.0,82.0,1064.5,830.5,31.550000190735
0.9726930795161652,7.264107476149063,0.8,-200,91.0,73.0,1015.5,889.25,36.324999809265
0.9728375904911944,4.224369335658102,0.4,-200,62.0,43.0,929.66666666667,1034.6666666667,37.86666615804
0.9639431201405395,4.09121162052864,0.3,-200,57.0,39.0,927.5,1059.75,39.449999809265
0.8983492633401823,3.7685115383177186,0.1,-200,40.0,27.0,888.75,1131.5,40.150000572205
0.9252395342628563,5.785904187585162,0.5,-200,60.0,46.0,965.75,967.5,41.324998855591
0.9282055975134148,5.581302679176529,0.4,-200,70.0,53.0,973.25,977.25,41.425000190735
0.9953197079282728,4.818980517172968,0.3,-200,53.0,38.0,949.75,1002.5,40.14999961853
1.0458381967856003,5.333809739533331,0.4,-200,54.0,39.0,982.25,973.75,37.625
1.052155061566971,6.052793316140268,0.6,-200,58.0,49.0,990.0,929.25,33.875
1.0468873870753421,7.375139467546298,0.8,-200,73.0,68.0,1017.25,874.0,31.574999332428
1.0160186184871538,8.965933937610119,1.2,-200,99.0,102.0,1067.0,825.0,29.650000095367
1.0630390760484154,11.716971682644164,1.6,-200,102.0,123.0,1146.75,745.25,28.974999427795
1.1248762961595185,10.991241944664454,1.2,-200,101.0,106.0,1131.75,728.25,27.89999961853
1.1395719590267213,6.0420193394438195,0.5,-200,77.0,66.0,975.75,854.5,28.02499961853
1.1235267615650633,4.3499745447216265,0.3,-200,55.0,43.0,919.5,944.25,26.849999904633
1.1337710188309815,2.8457531020301836,0.1,-200,51.0,33.0,879.0,1031.25,26.625
1.1159286909876351,2.2786693730582894,-200.0,-200,-200.0,-200.0,853.75,1089.5,23.700000286102
1.1316915115635324,2.944126630396109,0.1,-200,50.0,33.0,880.0,1022.0,22.200000286102
1.1500592064330117,4.118612249212145,0.3,-200,75.0,75.0,925.25,936.25,21.174999713898
1.1720193380133057,8.319920119759203,0.8,-200,89.0,111.0,1043.75,758.0,21.425000190735
1.1826434191908224,16.578088287183164,2.3,-200,112.0,250.0,1278.75,598.5,22.875
1.221526276685169,25.550964913713212,3.4,-200,142.0,313.0,1403.25,508.25,25.22500038147
1.230976192949955,17.66091504876288,2.5,-200,145.0,263.0,1281.75,593.5,27.10000038147
1.1885912540184143,16.231858861206987,2.4,-200,165.0,282.0,1262.0,632.75,32.449999332428
1.0945158097221972,15.124231897740982,2.1,-200,159.0,226.0,1195.0,678.0,36.77499961853
1.1100168644446975,14.313563500912604,-200.0,-200,159.0,176.0,1173.0,709.25,39.125
1.1438649978892252,10.790487862803051,-200.0,-200,131.0,120.0,1101.5,776.5,39.22500038147
1.1110472230944983,10.123793161712667,-200.0,-200,123.0,96.0,1075.5,798.5,40.500000953674
1.078604400499688,10.935703959526428,-200.0,-200,129.0,115.0,1077.5,777.25,41.35000038147
1.1140158190839724,10.998192625032443,-200.0,-200,126.0,108.0,1099.75,761.0,40.549999237061
1.2063934925957227,16.835634342955675,-200.0,-200,149.0,142.0,1234.0,658.25,39.574999809265
1.2714779807357717,20.70808806765923,-200.0,-200,200.0,219.0,1323.25,585.75,37.724999427795
1.285685286604117,19.52122373854763,-200.0,-200,174.0,193.0,1263.0,609.75,34.27499961853
1.2911571610643364,14.586896875181992,-200.0,-200,131.0,128.0,1216.0,657.75,31.699999332428
1.300824074597167,14.329123146119334,-200.0,-200,135.0,127.0,1246.5,663.5,30.200000286102
1.3343034234842264,15.921292035641553,-200.0,-200,134.0,132.0,1263.75,627.75,29.424999713898
1.320172855944214,10.285388069339872,-200.0,-200,96.0,77.0,1110.75,727.75,29.200000286102
1.3319541116798759,8.781965454686262,-200.0,-200,94.0,72.0,1068.0,761.75,27.624999523163
1.3146864553631452,6.832858302767715,-200.0,-200,79.0,57.0,1014.75,802.25,27.22500038147
1.307870807142605,6.330288409244727,-200.0,-200,79.0,56.0,988.75,826.75,25.35000038147
1.310573570643607,3.9463944042101966,-200.0,-200,-200.0,-200.0,929.75,924.25,25.199999809265
1.3474517616509174,4.104902187828876,-200.0,-200,89.0,64.0,951.5,879.0,23.39999961853
1.3793576708155164,4.668410213400028,-200.0,-200,69.0,52.0,980.5,856.25,25.075000286102
1.363745289576503,9.903384116637087,-200.0,-200,91.0,122.0,1137.75,683.25,23.949999809265
1.3386998306689557,24.79896527517288,-200.0,-200,135.0,314.0,1472.0,498.75,24.849999904633
1.361005978753268,37.25157224388182,-200.0,-200,166.0,395.0,1625.75,411.5,27.025000095367
1.3526395532352848,26.24197899986115,-200.0,-200,189.0,357.0,1479.75,494.25,29.375
1.2781463758305824,21.645589378873556,-200.0,-200,193.0,308.0,1366.5,567.0,34.77499961853
1.21077973238498,16.05174523439242,-200.0,-200,164.0,184.0,1245.25,644.75,38.075000762939
1.2318438195262242,12.98013285612212,-200.0,-200,139.0,128.0,1194.25,684.75,38.875000953674
1.1443514886969022,13.362988476365068,-200.0,-200,130.0,125.0,1155.5,712.75,39.75
0.9941416994438954,13.658956051931607,-200.0,-200,129.0,135.0,1107.25,727.25,41.749999046326
1.0325835703879607,14.019301019815009,-200.0,-200,132.0,158.0,1127.25,714.0,42.775000572205
1.1127610665208996,10.434474065314543,-200.0,-200,101.0,106.0,1083.25,771.25,41.39999961853
1.2099695639423473,17.50807157143983,-200.0,-200,145.0,163.0,1289.0,631.75,41.300000190735
1.2850822128067982,12.935403223060518,-200.0,-200,133.0,143.0,1208.5,684.75,38.250000953674
1.2652569438366952,14.87033616202426,-200.0,-200,110.0,96.0,1221.25,647.5,34.650000572205
1.2754345919112027,15.484368331065324,-200.0,-200,126.0,127.0,1255.25,638.0,32.625000476837
1.2749857531157938,11.20057651167028,-200.0,-200,102.0,95.0,1163.25,695.25,30.874999523163
1.2710860568507834,14.274695923974273,-200.0,-200,104.0,104.0,1233.5,644.0,30.125
1.3149398376953105,14.212601545647468,-200.0,-200,112.0,131.0,1239.75,645.0,29.0
1.3906196534348838,10.00999079628528,-200.0,-200,89.0,92.0,1127.5,732.5,28.27499961853
1.3911319178152874,7.551912855453091,-200.0,-200,67.0,53.0,1056.75,783.75,27.625000476837
1.41132773196044,5.759497846086854,-200.0,-200,63.0,45.0,1025.5,815.75,25.825000286102
1.4072146403111008,3.0600205820759325,-200.0,-200,-200.0,-200.0,924.5,966.5,27.400000095367
1.3802937065552894,2.733430363808586,-200.0,-200,34.0,19.0,916.66666666667,1006.3333333333,26.333333333333
1.4100119720945754,5.379849891846783,-200.0,-200,73.0,75.0,1010.75,827.75,23.25
