legs,i2_dep_1_place,i1_legid,o_dlv_e,i2_dlv_e,o_rcf_1_place,o_dep_1_e,i1_dlv_e
1.0,505,5526.0,291.0,2399,597.0,1132.0,23.0
3.0,128,12403.0,2822.0,944,128.0,129.0,1161.0
1.0,505,6420.0,1341.0,2399,431.0,264.0,102.0
1.0,505,1241.0,2753.0,2399,700.0,442.0,1326.0
2.0,233,10186.0,171.0,354,671.0,1157.0,1261.0
2.0,671,2885.0,469.0,1491,281.0,415.0,3086.0
1.0,505,9534.0,730.0,2399,403.0,395.0,891.0
3.0,628,7.0,20204.0,161,700.0,4075.0,499.0
3.0,815,2616.0,2985.0,81,149.0,829.0,293.0
3.0,597,10543.0,5567.0,180,308.0,4369.0,102.0
1.0,505,10144.0,4.0,2399,700.0,555.0,131.0
2.0,281,1010.0,12833.0,697,128.0,653.0,2001.0
1.0,505,7163.0,8558.0,2399,815.0,1045.0,680.0
1.0,505,8455.0,521.0,2399,561.0,1065.0,1031.0
1.0,505,3538.0,168.0,2399,700.0,1699.0,696.0
1.0,505,7891.0,1542.0,2399,128.0,1051.0,7846.0
3.0,366,3589.0,1194.0,938,815.0,649.0,140.0
3.0,635,8304.0,218.0,2421,308.0,638.0,2579.0
2.0,128,13558.0,175.0,2848,700.0,1090.0,55.0
2.0,349,5128.0,3149.0,5441,128.0,981.0,1984.0
1.0,505,7314.0,258.0,2399,308.0,359.0,1883.0
1.0,505,197.0,869.0,2399,153.0,383.0,70.0
3.0,597,11118.0,183.0,288,700.0,1860.0,309.0
3.0,281,1201.0,1676.0,511,671.0,605.0,278.0
3.0,431,9420.0,3786.0,430,597.0,1264.0,590.0
1.0,505,8845.0,39298.0,2399,423.0,251.0,125.0
3.0,815,8880.0,1037.0,4043,403.0,1644.0,4501.0
3.0,609,3135.0,4400.0,1332,349.0,373.0,1332.0
1.0,505,4857.0,433.0,2399,485.0,482.0,3920.0
3.0,671,2026.0,171.0,3565,349.0,245.0,2794.0
3.0,349,3556.0,2822.0,196,700.0,371.0,2281.0
3.0,134,3488.0,918.0,1833,815.0,103.0,5773.0
3.0,411,8065.0,200.0,254,413.0,1259.0,2845.0
1.0,505,11712.0,1144.0,2399,524.0,292.0,1280.0
1.0,505,5467.0,1767.0,2399,691.0,1024.0,842.0
1.0,505,2471.0,1107.0,2399,149.0,277.0,2805.0
2.0,727,2874.0,985.0,1003,403.0,1334.0,43.0
2.0,815,2534.0,840.0,19727,815.0,216.0,1965.0
3.0,371,7030.0,1315.0,4861,256.0,762.0,7473.0
3.0,671,5310.0,5771.0,16,128.0,1448.0,44.0
1.0,505,1494.0,70.0,2399,426.0,1083.0,1228.0
3.0,281,12548.0,1035.0,280,403.0,246.0,228.0
3.0,690,3215.0,273.0,4262,256.0,255.0,3167.0
1.0,505,6825.0,759.0,2399,349.0,510.0,80033.0
1.0,505,14280.0,1545.0,2399,349.0,367.0,1368.0
2.0,485,12441.0,5692.0,3088,700.0,1039.0,585.0
1.0,505,5624.0,37.0,2399,349.0,182.0,565.0
2.0,614,11013.0,57.0,917,527.0,104.0,822.0
3.0,597,723.0,719.0,1244,349.0,105.0,2784.0
3.0,308,2695.0,1049.0,477,403.0,1434.0,1431.0
2.0,614,50.0,273.0,869,700.0,1153.0,15.0
3.0,238,7889.0,5429.0,821,579.0,1232.0,1390.0
1.0,505,10059.0,986.0,2399,128.0,619.0,370.0
2.0,579,10127.0,524.0,168,524.0,189.0,2245.0
3.0,690,1542.0,158.0,3234,371.0,264.0,8782.0
3.0,413,8472.0,1395.0,83,671.0,143.0,492.0
2.0,128,7152.0,9586.0,82,128.0,388.0,4394.0
1.0,505,12755.0,119.0,2399,815.0,128.0,4749.0
3.0,485,10094.0,1081.0,14,403.0,348.0,94.0
3.0,128,1742.0,170.0,834,371.0,431.0,371.0
1.0,505,5696.0,8.0,2399,700.0,1011.0,781.0
1.0,505,6934.0,1512.0,2399,700.0,1007.0,1369.0
1.0,505,4989.0,3670.0,2399,476.0,1416.0,2227.0
3.0,671,12005.0,6633.0,3388,597.0,389.0,400.0
2.0,113,12205.0,549.0,2877,628.0,361.0,233.0
1.0,505,8669.0,7.0,2399,493.0,210.0,1849.0
3.0,815,8801.0,192.0,1101,700.0,2847.0,73.0
3.0,128,4780.0,19.0,30,700.0,343.0,99.0
3.0,233,7149.0,629.0,1383,128.0,807.0,2848.0
2.0,700,6707.0,1107.0,2910,149.0,336.0,489.0
3.0,281,9532.0,1281.0,56,700.0,5723.0,891.0
3.0,815,4866.0,7421.0,216,349.0,389.0,1216.0
2.0,485,819.0,637.0,1085,815.0,265.0,2161.0
1.0,505,7211.0,25905.0,2399,628.0,1197.0,79.0
1.0,505,8416.0,7790.0,2399,423.0,232.0,263.0
3.0,431,5019.0,2.0,1092,700.0,1079.0,705.0
2.0,603,4011.0,130.0,2799,700.0,2431.0,694.0
1.0,505,8397.0,46.0,2399,584.0,305.0,114.0
3.0,610,339.0,882.0,6163,700.0,1421.0,1784.0
2.0,281,1381.0,4485.0,1973,128.0,213.0,212.0
2.0,128,2937.0,923.0,137,815.0,114.0,7163.0
2.0,671,8352.0,45.0,188,700.0,234.0,173.0
3.0,555,3546.0,1168.0,214,325.0,515.0,1673.0
3.0,441,3369.0,3100.0,2870,128.0,1244.0,1111.0
2.0,485,11724.0,1317.0,60,431.0,506.0,9.0
2.0,614,151.0,385.0,891,671.0,1159.0,69.0
1.0,505,14294.0,1514.0,2399,128.0,976.0,784.0
1.0,505,4540.0,3580.0,2399,281.0,783.0,180.0
3.0,548,1111.0,212.0,83,597.0,781.0,162.0
2.0,403,230.0,95.0,1509,485.0,84.0,81.0
3.0,597,173.0,1741.0,2206,700.0,1010.0,139.0
1.0,505,13023.0,4793.0,2399,815.0,215.0,7618.0
1.0,505,2884.0,331.0,2399,349.0,809.0,1089.0
2.0,299,837.0,217.0,2352,128.0,616.0,3774.0
2.0,815,10228.0,1146.0,22,628.0,824.0,1691.0
1.0,505,8036.0,14522.0,2399,128.0,1583.0,4079.0
2.0,548,3106.0,650.0,630,233.0,890.0,1118.0
1.0,505,6356.0,150.0,2399,700.0,200.0,51.0
3.0,431,194.0,1276.0,2784,700.0,1163.0,143.0
1.0,505,5990.0,1009.0,2399,128.0,774.0,2480.0
1.0,505,8523.0,1075.0,2399,403.0,302.0,811.0
1.0,505,2080.0,298.0,2399,662.0,1145.0,3278.0
3.0,233,13919.0,564.0,388,700.0,884.0,863.0
3.0,700,8106.0,2258.0,843,700.0,209.0,1844.0
3.0,128,1804.0,173.0,4266,281.0,276.0,1099.0
1.0,505,933.0,749.0,2399,349.0,313.0,750.0
3.0,721,3503.0,836.0,36,700.0,130.0,1671.0
1.0,505,11682.0,721.0,2399,815.0,104.0,400.0
1.0,505,3674.0,3103.0,2399,349.0,189.0,1406.0
1.0,505,10544.0,2.0,2399,166.0,97.0,42.0
1.0,505,292.0,230.0,2399,468.0,1107.0,1326.0
1.0,505,252.0,93.0,2399,700.0,1060.0,684.0
1.0,505,12374.0,1414.0,2399,128.0,772.0,1873.0
2.0,391,936.0,313.0,469,349.0,925.0,2077.0
2.0,555,333.0,1294.0,127,609.0,1262.0,48.0
2.0,128,304.0,170.0,571,527.0,120.0,1424.0
3.0,527,7780.0,8.0,152,538.0,210.0,464.0
2.0,815,8409.0,27.0,366,700.0,1366.0,188.0
2.0,628,5611.0,523.0,423,700.0,2294.0,384.0
1.0,505,5886.0,132.0,2399,700.0,180.0,60.0
1.0,505,942.0,860.0,2399,815.0,81.0,3079.0
3.0,431,7486.0,3638.0,185,349.0,3477.0,186.0
2.0,128,11845.0,935.0,542,527.0,3005.0,418.0
1.0,505,4445.0,3258.0,2399,349.0,592.0,9.0
2.0,256,2936.0,154.0,10900,356.0,339.0,867.0
1.0,505,8534.0,3584.0,2399,349.0,1446.0,464.0
1.0,505,10881.0,1111.0,2399,431.0,172.0,2953.0
1.0,505,14005.0,43.0,2399,700.0,303.0,2888.0
3.0,614,5739.0,725.0,564,386.0,2586.0,689.0
2.0,456,5941.0,1852.0,1382,281.0,256.0,492.0
3.0,485,5871.0,350.0,40,815.0,334.0,5498.0
2.0,609,8226.0,3493.0,596,610.0,136.0,1.0
3.0,476,11212.0,1776.0,852,571.0,853.0,34.0
3.0,456,14112.0,3685.0,3239,597.0,372.0,2038.0
3.0,371,13300.0,383.0,558,485.0,347.0,1209.0
3.0,700,4656.0,1498.0,1751,149.0,505.0,3165.0
2.0,153,5404.0,756.0,651,700.0,1365.0,50.0
3.0,431,8708.0,5474.0,1510,308.0,33.0,359.0
1.0,505,10065.0,3998.0,2399,349.0,438.0,44292.0
3.0,398,4204.0,3004.0,1250,149.0,837.0,701.0
2.0,349,6950.0,4091.0,4785,128.0,962.0,66.0
3.0,700,9368.0,276.0,4385,256.0,1361.0,18167.0
1.0,505,13430.0,11111.0,2399,102.0,665.0,1421.0
2.0,700,3570.0,1967.0,845,149.0,274.0,120.0
2.0,700,5704.0,4304.0,3773,815.0,835.0,4382.0
2.0,134,5002.0,73.0,84,770.0,148.0,6.0
1.0,505,1764.0,400.0,2399,538.0,866.0,4.0
3.0,485,8713.0,441.0,753,628.0,653.0,60.0
3.0,476,210.0,83225.0,754,216.0,1407.0,16.0
3.0,485,139.0,429.0,1360,700.0,1154.0,886.0
2.0,815,327.0,486.0,1849,700.0,2399.0,592.0
1.0,505,10739.0,1558.0,2399,371.0,430.0,3734.0
2.0,431,3309.0,16663.0,91,187.0,200.0,699.0
1.0,505,8291.0,294.0,2399,700.0,1034.0,77.0
2.0,671,14091.0,11745.0,3116,671.0,1433.0,2701.0
3.0,317,796.0,87.0,107,700.0,394.0,1625.0
2.0,377,10640.0,2387.0,1301,815.0,270.0,423.0
1.0,505,12826.0,1306.0,2399,128.0,280.0,1534.0
3.0,128,2153.0,161.0,2297,485.0,126.0,13.0
1.0,505,10902.0,2399.0,2399,809.0,738.0,1258.0
2.0,671,7020.0,1026.0,992,349.0,658.0,5881.0
3.0,349,5009.0,1763.0,669,128.0,199.0,6350.0
1.0,505,2349.0,1165.0,2399,456.0,599.0,4071.0
2.0,815,1984.0,104.0,1180,815.0,492.0,16800.0
2.0,485,3195.0,6.0,128,815.0,552.0,468.0
2.0,609,5495.0,3652.0,5321,815.0,1028.0,4056.0
1.0,505,2463.0,1226.0,2399,128.0,735.0,66.0
2.0,579,12390.0,270.0,98,597.0,1170.0,459.0
1.0,505,2591.0,204.0,2399,128.0,367.0,770.0
1.0,505,5180.0,1440.0,2399,527.0,110.0,1130.0
3.0,594,3227.0,5320.0,1904,597.0,1143.0,1041.0
1.0,505,7471.0,773.0,2399,349.0,476.0,631.0
2.0,485,13071.0,4063.0,4573,127.0,770.0,4233.0
2.0,815,11511.0,132.0,71,609.0,613.0,199.0
1.0,505,7132.0,261.0,2399,281.0,98.0,4385.0
3.0,614,863.0,126.0,841,597.0,1381.0,27.0
3.0,815,3552.0,380.0,1744,700.0,914.0,139.0
1.0,505,7129.0,815.0,2399,700.0,4076.0,1307.0
2.0,476,6289.0,717.0,868,783.0,1822.0,1459.0
3.0,431,61.0,503.0,70,371.0,268.0,1721.0
2.0,371,2162.0,147.0,1078,456.0,265.0,191.0
3.0,609,13751.0,2662.0,2215,561.0,136.0,248.0
2.0,144,13584.0,470.0,1453,349.0,831.0,134.0
1.0,505,14596.0,2078.0,2399,571.0,301.0,3335.0
2.0,783,13397.0,337.0,581,456.0,816.0,1472.0
2.0,520,14038.0,790.0,1575,815.0,295.0,202.0
1.0,505,9690.0,3423.0,2399,349.0,437.0,413.0
1.0,505,11686.0,5317.0,2399,128.0,545.0,938.0
2.0,614,110.0,324.0,833,485.0,216.0,53.0
3.0,411,5598.0,25.0,2849,476.0,1023.0,317.0
2.0,286,522.0,193.0,322,597.0,164.0,417.0
3.0,555,7505.0,3534.0,107,555.0,297.0,43.0
2.0,128,7188.0,5959.0,4182,524.0,1163.0,7902.0
2.0,727,8336.0,1250.0,295,128.0,357.0,111.0
2.0,128,5894.0,3161.0,337,584.0,295.0,146.0
3.0,456,2771.0,22427.0,51,349.0,359.0,291.0
1.0,505,9859.0,1154.0,2399,349.0,412.0,514.0
3.0,431,4951.0,14554.0,12,597.0,1503.0,13.0
2.0,431,9543.0,1096.0,1106,774.0,1165.0,3775.0
2.0,140,11875.0,293.0,1393,349.0,336.0,1157.0
2.0,752,9657.0,613.0,492,815.0,163.0,959.0
2.0,206,10938.0,607.0,2456,299.0,1478.0,1821.0
1.0,505,2325.0,787.0,2399,700.0,1206.0,804.0
2.0,216,12625.0,1933.0,1496,349.0,362.0,1027.0
3.0,597,9960.0,1026.0,2808,485.0,404.0,832.0
3.0,201,8355.0,71.0,114,371.0,2162.0,3826.0
3.0,524,5826.0,714.0,30,815.0,1354.0,5.0
1.0,505,1803.0,163.0,2399,349.0,179.0,281.0
3.0,128,3242.0,1182.0,805,700.0,233.0,5056.0
2.0,579,1733.0,51.0,228,700.0,558.0,1119.0
3.0,700,8765.0,6699.0,931,700.0,274.0,1715.0
1.0,505,4027.0,1299.0,2399,700.0,1004.0,40.0
3.0,485,9251.0,8242.0,42,187.0,240.0,1115.0
3.0,413,10207.0,638.0,1024,628.0,394.0,2314.0
1.0,505,14640.0,719.0,2399,403.0,234.0,1325.0
3.0,700,3356.0,165.0,569,468.0,499.0,1148.0
3.0,700,6357.0,1188.0,1746,128.0,795.0,25940.0
1.0,505,5138.0,1785.0,2399,349.0,524.0,4977.0
2.0,815,8344.0,768.0,3,349.0,1413.0,174.0
2.0,485,9500.0,4008.0,76,774.0,1166.0,914.0
2.0,815,6464.0,2272.0,431,700.0,248.0,1791.0
3.0,815,6224.0,1074.0,143,700.0,266.0,1070.0
3.0,690,7067.0,147.0,3260,371.0,336.0,1481.0
2.0,579,3365.0,243.0,29,332.0,584.0,705.0
3.0,815,3933.0,48.0,189,815.0,152.0,97.0
2.0,700,13444.0,18942.0,2614,700.0,3025.0,1174.0
3.0,727,13888.0,8644.0,845,281.0,953.0,949.0
2.0,815,3206.0,241.0,1157,341.0,327.0,6248.0
3.0,456,5193.0,323.0,2779,700.0,967.0,515.0
1.0,505,7174.0,455.0,2399,128.0,491.0,1515.0
1.0,505,11671.0,4782.0,2399,128.0,138.0,14655.0
3.0,609,9511.0,549.0,59,700.0,942.0,873.0
2.0,700,12782.0,1444.0,1423,571.0,1405.0,2562.0
2.0,349,677.0,228.0,1180,349.0,776.0,95.0
3.0,441,4849.0,22988.0,381,149.0,610.0,2929.0
2.0,295,11450.0,352.0,1395,149.0,398.0,3119.0
1.0,505,5348.0,255.0,2399,700.0,1534.0,448.0
2.0,349,787.0,2197.0,439,700.0,397.0,2733.0
2.0,128,11551.0,4252.0,817,398.0,206.0,1454.0
1.0,505,1955.0,4854.0,2399,628.0,386.0,1277.0
1.0,505,263.0,7241.0,2399,700.0,398.0,192.0
1.0,505,6952.0,1990.0,2399,349.0,543.0,117.0
1.0,505,2990.0,194.0,2399,128.0,250.0,2453.0
1.0,505,9804.0,164.0,2399,700.0,990.0,466.0
2.0,128,12746.0,237.0,324,815.0,478.0,6316.0
2.0,815,9861.0,1025.0,338,349.0,804.0,189.0
1.0,505,13909.0,11612.0,2399,395.0,466.0,107.0
2.0,815,10321.0,60.0,536,700.0,1819.0,1182.0
2.0,815,3866.0,2298.0,161,476.0,956.0,229.0
1.0,505,5889.0,3393.0,2399,136.0,9377.0,4593.0
2.0,476,188.0,4741.0,2660,149.0,308.0,1649.0
2.0,349,13827.0,2.0,1254,341.0,1212.0,1021.0
2.0,690,3243.0,964.0,2135,815.0,348.0,4477.0
2.0,128,13862.0,7520.0,28,257.0,617.0,149.0
3.0,485,10673.0,911.0,73,671.0,590.0,70139.0
3.0,476,236.0,8300.0,116,700.0,942.0,1599.0
3.0,144,14503.0,606.0,2349,128.0,252.0,1058.0
1.0,505,3257.0,450.0,2399,628.0,585.0,1.0
2.0,815,142.0,1358.0,7,468.0,815.0,729.0
2.0,700,8710.0,132.0,522,597.0,219.0,545.0
1.0,505,7311.0,522.0,2399,431.0,930.0,20414.0
3.0,809,7739.0,1169.0,691,128.0,406.0,6272.0
3.0,548,1349.0,985.0,1664,597.0,665.0,130.0
1.0,505,4195.0,801.0,2399,700.0,771.0,88.0
3.0,361,6913.0,639.0,2778,128.0,346.0,19.0
2.0,770,6513.0,6158.0,628,128.0,965.0,542.0
2.0,391,10741.0,1649.0,82,597.0,1264.0,4733.0
2.0,700,2578.0,448.0,271,700.0,4026.0,63.0
3.0,485,4983.0,28418.0,184,206.0,926.0,194.0
3.0,456,9104.0,1677.0,17230,317.0,488.0,4849.0
2.0,308,8705.0,4324.0,659,149.0,1181.0,117.0
2.0,403,5714.0,961.0,4366,524.0,132.0,2243.0
3.0,371,8910.0,333.0,8029,128.0,1851.0,2837.0
1.0,505,1132.0,1856.0,2399,520.0,1106.0,134.0
3.0,281,9637.0,1056.0,2771,555.0,212.0,2541.0
3.0,671,9874.0,4919.0,52,149.0,405.0,4833.0
3.0,166,343.0,2702.0,346,128.0,343.0,118.0
3.0,256,1144.0,1461.0,1517,815.0,386.0,3503.0
2.0,815,3112.0,1432.0,562,671.0,417.0,51.0
3.0,341,1411.0,1.0,1949,341.0,1660.0,1039.0
1.0,505,14244.0,106.0,2399,690.0,395.0,471.0
2.0,614,4868.0,119.0,840,597.0,1112.0,34.0
1.0,505,9502.0,145.0,2399,485.0,140.0,914.0
2.0,548,37.0,397.0,149,485.0,150.0,2829.0
3.0,281,11431.0,3859.0,495,700.0,959.0,218.0
3.0,815,10840.0,214.0,1066,341.0,426.0,4143.0
2.0,431,5027.0,541.0,51,485.0,196.0,722.0
2.0,349,12953.0,5432.0,832,700.0,163.0,171.0
1.0,505,10763.0,3828.0,2399,609.0,750.0,1418.0
3.0,174,13579.0,1814.0,1642,700.0,417.0,1505.0
3.0,411,11202.0,7016.0,359,815.0,766.0,1901.0
2.0,431,12853.0,4394.0,19,597.0,1295.0,1275.0
1.0,505,2992.0,746.0,2399,485.0,144.0,520.0
3.0,476,2253.0,1545.0,19,671.0,982.0,11.0
2.0,671,12610.0,2518.0,28642,128.0,344.0,1875.0
1.0,505,11695.0,909.0,2399,700.0,803.0,74.0
3.0,815,2202.0,1387.0,13865,349.0,344.0,20450.0
3.0,485,1030.0,34.0,910,349.0,297.0,6264.0
3.0,671,4702.0,222.0,4107,700.0,579.0,3140.0
3.0,281,8433.0,1013.0,650,128.0,118.0,704.0
3.0,206,2747.0,2455.0,1253,128.0,633.0,40.0
3.0,128,7138.0,1295.0,153,349.0,791.0,4900.0
2.0,485,598.0,68.0,1234,700.0,1376.0,264.0
2.0,349,6615.0,703.0,5934,700.0,662.0,1035.0
2.0,815,10124.0,15.0,30,281.0,450.0,326.0
3.0,520,13137.0,1126.0,4230,485.0,169.0,877.0
2.0,128,13340.0,1908.0,1033,308.0,614.0,6544.0
3.0,456,11413.0,1421.0,1431,128.0,274.0,1910.0
2.0,815,7175.0,990.0,406,472.0,1121.0,58.0
3.0,128,9416.0,616.0,34,128.0,281.0,1051.0
2.0,308,6394.0,3356.0,1023,700.0,988.0,3461.0
2.0,700,2356.0,1129.0,947,700.0,428.0,2292.0
1.0,505,7122.0,1212.0,2399,476.0,1164.0,842.0
1.0,505,14361.0,2821.0,2399,597.0,679.0,42.0
1.0,505,1282.0,1214.0,2399,800.0,1046.0,1396.0
3.0,236,389.0,1480.0,823,149.0,1106.0,727.0
1.0,505,6115.0,1128.0,2399,700.0,579.0,1646.0
1.0,505,2822.0,1920.0,2399,815.0,629.0,37.0
1.0,505,13279.0,3785.0,2399,815.0,934.0,1659.0
2.0,476,147.0,46.0,743,700.0,1115.0,812.0
3.0,614,217.0,1524.0,889,128.0,758.0,854.0
3.0,371,8430.0,833.0,240,349.0,2786.0,5675.0
2.0,815,5898.0,57.0,3676,485.0,1185.0,1755.0
1.0,505,3211.0,36.0,2399,371.0,279.0,369.0
3.0,371,2144.0,184.0,4461,700.0,288.0,3422.0
2.0,614,947.0,19.0,892,524.0,1090.0,3626.0
1.0,505,11073.0,301.0,2399,413.0,1427.0,141.0
2.0,714,1059.0,1662.0,557,783.0,1362.0,976.0
3.0,456,12992.0,1448.0,4016,128.0,1366.0,4251.0
3.0,281,174.0,4.0,3688,128.0,299.0,16.0
2.0,431,7223.0,1049.0,88,233.0,253.0,589.0
3.0,671,1067.0,101.0,516,815.0,227.0,4101.0
1.0,505,10244.0,2764.0,2399,134.0,774.0,28.0
1.0,505,13363.0,582.0,2399,152.0,781.0,1747.0
3.0,727,1284.0,78.0,1099,597.0,502.0,1285.0
2.0,476,2250.0,16846.0,650,700.0,199.0,913.0
3.0,485,8142.0,11660.0,127,316.0,1074.0,221.0
1.0,505,7242.0,8834.0,2399,281.0,792.0,1802.0
1.0,505,11092.0,1703.0,2399,555.0,192.0,4059.0
1.0,505,5808.0,962.0,2399,524.0,1097.0,658.0
3.0,815,8023.0,11629.0,132,149.0,562.0,499.0
3.0,431,12531.0,377.0,466,700.0,4150.0,5340.0
1.0,505,12332.0,337.0,2399,128.0,295.0,963.0
2.0,614,14144.0,1423.0,1419,128.0,484.0,2647.0
3.0,395,13601.0,1371.0,2311,680.0,1598.0,2825.0
1.0,505,8378.0,2436.0,2399,349.0,173.0,42.0
1.0,505,9972.0,749.0,2399,609.0,1263.0,77.0
2.0,476,827.0,30.0,1121,700.0,1134.0,20.0
1.0,505,11893.0,12000.0,2399,700.0,514.0,9.0
1.0,505,7599.0,965.0,2399,815.0,229.0,2166.0
1.0,505,8208.0,2874.0,2399,349.0,1137.0,1626.0
3.0,476,5445.0,275.0,13,815.0,177.0,409.0
2.0,128,8634.0,257.0,11480,349.0,161.0,1395.0
2.0,134,2873.0,2.0,1081,700.0,378.0,228.0
1.0,505,11488.0,1113.0,2399,128.0,275.0,311.0
3.0,671,1768.0,746.0,922,403.0,895.0,627.0
1.0,505,1427.0,5661.0,2399,149.0,2196.0,1096.0
1.0,505,4766.0,246.0,2399,152.0,673.0,83.0
3.0,128,11739.0,446.0,129,628.0,325.0,372.0
3.0,663,3888.0,44.0,1936,128.0,241.0,1810.0
1.0,505,3198.0,1268.0,2399,431.0,285.0,268.0
1.0,505,10329.0,12208.0,2399,174.0,467.0,113.0
3.0,727,13903.0,1696.0,230,485.0,168.0,146.0
1.0,505,379.0,7246.0,2399,710.0,1391.0,869.0
3.0,597,11909.0,1203.0,6069,349.0,920.0,202.0
3.0,783,4627.0,74.0,1740,699.0,1036.0,752.0
1.0,505,660.0,80.0,2399,485.0,765.0,249.0
3.0,128,1126.0,10253.0,140,698.0,836.0,271.0
1.0,505,10324.0,1669.0,2399,149.0,1012.0,2703.0
1.0,505,11239.0,905.0,2399,332.0,197.0,177.0
2.0,413,13726.0,118.0,743,700.0,836.0,1277.0
3.0,815,7106.0,1247.0,307,700.0,1264.0,385.0
1.0,505,10707.0,3095.0,2399,243.0,243.0,34732.0
1.0,505,5284.0,28.0,2399,700.0,1077.0,65.0
1.0,505,5959.0,419.0,2399,128.0,199.0,78520.0
1.0,505,580.0,2659.0,2399,700.0,139.0,213.0
1.0,505,12635.0,10582.0,2399,128.0,103.0,1023.0
3.0,815,11010.0,139.0,163,134.0,489.0,10333.0
1.0,505,874.0,1305.0,2399,815.0,207.0,1235.0
3.0,815,9483.0,199.0,887,332.0,1067.0,2778.0
3.0,304,8187.0,6064.0,187,128.0,552.0,4344.0
1.0,505,3653.0,124.0,2399,700.0,366.0,1026.0
2.0,308,9890.0,49.0,883,700.0,1933.0,268.0
3.0,609,894.0,5608.0,2969,504.0,35.0,132.0
3.0,299,11264.0,7.0,4576,815.0,1001.0,271.0
2.0,815,12424.0,79.0,424,800.0,982.0,581.0
2.0,485,2458.0,13.0,15,610.0,129.0,157.0
2.0,371,4499.0,175.0,445,256.0,311.0,1032.0
1.0,505,2359.0,1140.0,2399,128.0,736.0,75.0
1.0,505,3269.0,18.0,2399,493.0,184.0,95.0
3.0,308,7465.0,3241.0,8,431.0,252.0,35.0
3.0,815,2975.0,4324.0,34,128.0,129.0,44.0
2.0,610,2917.0,75.0,287,700.0,152.0,425.0
1.0,505,12206.0,15452.0,2399,257.0,1204.0,2530.0
3.0,555,8393.0,1520.0,150,128.0,428.0,506.0
3.0,166,1175.0,1694.0,3393,128.0,375.0,4060.0
1.0,505,4896.0,21.0,2399,527.0,414.0,26.0
3.0,128,13060.0,2301.0,6,485.0,734.0,355.0
2.0,815,9796.0,2462.0,225,149.0,546.0,211.0
1.0,505,2981.0,3966.0,2399,128.0,735.0,173.0
1.0,505,1053.0,2546.0,2399,609.0,1455.0,27.0
2.0,671,10592.0,1156.0,507,628.0,670.0,65.0
2.0,614,2681.0,781.0,130,815.0,156.0,160.0
3.0,476,256.0,1023.0,3639,128.0,358.0,23.0
2.0,468,10424.0,15447.0,825,597.0,1050.0,528.0
3.0,815,2341.0,355.0,2590,128.0,600.0,4.0
2.0,476,36.0,1976.0,918,700.0,1221.0,994.0
2.0,610,2809.0,1396.0,1876,281.0,686.0,838.0
3.0,349,1266.0,754.0,5116,349.0,1791.0,4667.0
1.0,505,4903.0,824.0,2399,815.0,239.0,3.0
2.0,579,9479.0,404.0,125,700.0,457.0,235.0
2.0,456,5560.0,22284.0,1300,128.0,113.0,2542.0
3.0,281,13721.0,38.0,1917,618.0,1012.0,4200.0
2.0,610,6739.0,5080.0,3016,317.0,1889.0,1605.0
3.0,609,3404.0,3006.0,2481,815.0,1054.0,9663.0
1.0,505,3199.0,363.0,2399,371.0,251.0,3610.0
2.0,485,11026.0,696.0,17,349.0,751.0,452.0
2.0,734,3875.0,88.0,358,308.0,518.0,1664.0
3.0,576,5198.0,962.0,1682,349.0,10650.0,18778.0
3.0,128,313.0,135.0,1239,527.0,886.0,2095.0
2.0,571,6118.0,3639.0,1132,700.0,157.0,1476.0
2.0,485,8028.0,1031.0,667,800.0,211.0,7976.0
3.0,815,2429.0,3616.0,16082,700.0,365.0,2872.0
1.0,505,12525.0,5302.0,2399,815.0,655.0,247.0
3.0,815,2552.0,893.0,235,134.0,111.0,744.0
1.0,505,3465.0,3127.0,2399,346.0,1262.0,80.0
3.0,809,18.0,121.0,445,700.0,969.0,671.0
1.0,505,9384.0,70.0,2399,426.0,1065.0,217.0
2.0,128,8628.0,2845.0,1372,128.0,1826.0,2493.0
3.0,815,6287.0,54.0,119,584.0,555.0,117.0
2.0,456,1392.0,1496.0,119,299.0,588.0,13.0
2.0,128,7316.0,3617.0,136,349.0,353.0,181.0
2.0,281,14628.0,1685.0,73,431.0,1011.0,1141.0
3.0,815,9688.0,980.0,214,700.0,249.0,475.0
3.0,299,1511.0,1029.0,128,403.0,213.0,21.0
2.0,485,13126.0,845.0,7,815.0,1298.0,6.0
2.0,113,5906.0,5645.0,367,597.0,527.0,623.0
3.0,815,13460.0,174.0,17,609.0,772.0,149.0
2.0,815,1822.0,4523.0,33,245.0,1195.0,73.0
1.0,505,8497.0,6069.0,2399,698.0,726.0,2200.0
3.0,128,10575.0,1429.0,1450,700.0,269.0,369.0
2.0,128,10724.0,342.0,224,128.0,742.0,3016.0
1.0,505,208.0,84.0,2399,774.0,1030.0,5.0
1.0,505,3745.0,1457.0,2399,349.0,276.0,3574.0
3.0,614,4927.0,283.0,847,485.0,79.0,81.0
3.0,700,12016.0,4896.0,1458,136.0,2228.0,2044.0
2.0,206,11009.0,11510.0,553,243.0,934.0,747.0
3.0,413,6017.0,4336.0,2925,555.0,337.0,5660.0
3.0,815,513.0,539.0,354,571.0,1404.0,1219.0
2.0,349,5145.0,754.0,4768,349.0,3722.0,4855.0
2.0,809,1279.0,100.0,746,700.0,421.0,865.0
2.0,304,816.0,2411.0,139,809.0,326.0,169.0
1.0,505,10256.0,922.0,2399,233.0,1437.0,48.0
